event_id,league,start_time_local,home_team,away_team,bookmaker,market,outcome,price_decimal,model_prob,market_prob_devig,edge_pct,ev,kelly_stake
aston villa_burnley_20251005,soccer_epl,2025-10-05 09:00,aston villa,burnley,smarkets,moneyline,away,6.60,0.3400,0.1493,127.77,1.2440,1110.71
aston villa_burnley_20251005,soccer_epl,2025-10-05 09:00,aston villa,burnley,smarkets,moneyline,away,6.60,0.3400,0.1493,127.77,1.2440,1110.71
torino_napoli_20251018,soccer_italy_serie_a,2025-10-18 12:00,torino,napoli,tipico_de,match_winner,home,5.80,0.3843,0.1627,136.28,1.2291,1280.34
atalanta bc_slavia praha_20251022,soccer_uefa_champs_league,2025-10-22 15:00,atalanta bc,slavia praha,coolbet,match_winner,away,6.60,0.3353,0.1466,128.79,1.2131,1083.10
aston villa_burnley_20251005,soccer_epl,2025-10-05 09:00,aston villa,burnley,smarkets,match_winner,away,6.60,0.3353,0.1493,124.63,1.2131,1083.10
paris saint germain_strasbourg_20251017,soccer_france_ligue_one,2025-10-17 14:45,paris saint germain,strasbourg,tipico_de,moneyline,draw,6.70,0.3300,0.1389,137.50,1.2110,1062.28
paris saint germain_strasbourg_20251017,soccer_france_ligue_one,2025-10-17 14:45,paris saint germain,strasbourg,tipico_de,moneyline,draw,6.70,0.3300,0.1389,137.50,1.2110,1062.28
ac milan_fiorentina_20251019,soccer_italy_serie_a,2025-10-19 14:45,ac milan,fiorentina,fanduel,moneyline,away,6.50,0.3400,0.1433,137.23,1.2100,1100.00
ac milan_fiorentina_20251019,soccer_italy_serie_a,2025-10-19 14:45,ac milan,fiorentina,fanduel,moneyline,away,6.50,0.3400,0.1433,137.23,1.2100,1100.00
arsenal_atlético madrid_20251021,soccer_uefa_champs_league,2025-10-21 15:00,arsenal,atlético madrid,fanduel,moneyline,away,6.50,0.3400,0.1472,130.92,1.2100,1100.00
arsenal_atlético madrid_20251021,soccer_uefa_champs_league,2025-10-21 15:00,arsenal,atlético madrid,fanduel,moneyline,away,6.50,0.3400,0.1472,130.92,1.2100,1100.00
real madrid_juventus_20251022,soccer_uefa_champs_league,2025-10-22 15:00,real madrid,juventus,coolbet,moneyline,away,6.50,0.3400,0.1488,128.51,1.2100,1100.00
real madrid_juventus_20251022,soccer_uefa_champs_league,2025-10-22 15:00,real madrid,juventus,coolbet,moneyline,away,6.50,0.3400,0.1488,128.51,1.2100,1100.00
ac milan_fiorentina_20251019,soccer_italy_serie_a,2025-10-19 14:45,ac milan,fiorentina,fanduel,match_winner,away,6.50,0.3353,0.1433,133.96,1.1795,1072.31
real madrid_juventus_20251022,soccer_uefa_champs_league,2025-10-22 15:00,real madrid,juventus,coolbet,match_winner,away,6.50,0.3353,0.1488,125.36,1.1795,1072.31
chelsea_ajax_20251022,soccer_uefa_champs_league,2025-10-22 15:00,chelsea,ajax,suprabets,moneyline,draw,6.60,0.3300,0.1484,122.43,1.1780,1051.79
chelsea_ajax_20251022,soccer_uefa_champs_league,2025-10-22 15:00,chelsea,ajax,suprabets,moneyline,draw,6.60,0.3300,0.1484,122.43,1.1780,1051.79
rb leipzig_hamburger sv_20251018,soccer_germany_bundesliga,2025-10-18 09:30,rb leipzig,hamburger sv,betsson,moneyline,away,6.40,0.3400,0.1475,130.58,1.1760,1088.89
rb leipzig_hamburger sv_20251018,soccer_germany_bundesliga,2025-10-18 09:30,rb leipzig,hamburger sv,betsson,moneyline,away,6.40,0.3400,0.1475,130.58,1.1760,1088.89
rb leipzig_hamburger sv_20251018,soccer_germany_bundesliga,2025-10-18 09:30,rb leipzig,hamburger sv,betsson,match_winner,away,6.40,0.3353,0.1475,127.40,1.1460,1061.12
inter milan_cremonese_20251004,soccer_italy_serie_a,2025-10-04 12:00,inter milan,cremonese,betfair_ex_eu,match_winner,draw,7.60,0.2804,0.1307,114.52,1.1307,856.58
angers_as monaco_20251018,soccer_france_ligue_one,2025-10-18 13:00,angers,as monaco,unibet_it,moneyline,home,6.40,0.3300,0.1489,121.62,1.1120,1029.63
angers_as monaco_20251018,soccer_france_ligue_one,2025-10-18 13:00,angers,as monaco,unibet_it,moneyline,home,6.40,0.3300,0.1489,121.62,1.1120,1029.63
newcastle_nottingham forest_20251005,soccer_epl,2025-10-05 09:00,newcastle,nottingham forest,betfair_ex_eu,moneyline,away,6.20,0.3400,0.1594,113.24,1.1080,1065.38
newcastle_nottingham forest_20251005,soccer_epl,2025-10-05 09:00,newcastle,nottingham forest,betfair_ex_eu,moneyline,away,6.20,0.3400,0.1594,113.24,1.1080,1065.38
bologna_pisa_20251005,soccer_italy_serie_a,2025-10-05 09:00,bologna,pisa,smarkets,moneyline,away,6.20,0.3400,0.1597,112.90,1.1080,1065.38
bologna_pisa_20251005,soccer_italy_serie_a,2025-10-05 09:00,bologna,pisa,smarkets,moneyline,away,6.20,0.3400,0.1597,112.90,1.1080,1065.38
arsenal_west ham_20251004,soccer_epl,2025-10-04 10:00,arsenal,west ham,betfair_ex_uk,match_winner,draw,7.40,0.2832,0.1344,110.70,1.0959,856.21
newcastle_nottingham forest_20251005,soccer_epl,2025-10-05 09:00,newcastle,nottingham forest,betfair_ex_eu,match_winner,away,6.20,0.3353,0.1594,110.30,1.0789,1037.45
bologna_pisa_20251005,soccer_italy_serie_a,2025-10-05 09:00,bologna,pisa,smarkets,match_winner,away,6.20,0.3353,0.1597,109.97,1.0789,1037.45
sevilla_barcelona_20251005,soccer_spain_la_liga,2025-10-05 10:15,sevilla,barcelona,smarkets,match_winner,home,5.40,0.3843,0.1825,110.58,1.0754,1222.03
man_sunderland_20251004,soccer_epl,2025-10-04 10:00,man,sunderland,bovada,moneyline,away,6.00,0.3400,0.1576,115.75,1.0400,1040.00
man_sunderland_20251004,soccer_epl,2025-10-04 10:00,man,sunderland,bovada,moneyline,away,6.00,0.3400,0.1576,115.75,1.0400,1040.00
man_sunderland_20251004,soccer_epl,2025-10-04 10:00,man,sunderland,bovada,match_winner,away,6.00,0.3353,0.1576,112.77,1.0119,1011.89
brentford_man_20251005,soccer_epl,2025-10-05 11:30,brentford,man,betfair_ex_eu,match_winner,home,5.20,0.3843,0.1907,101.55,0.9985,1188.72
marseille_le havre_20251018,soccer_france_ligue_one,2025-10-18 15:05,marseille,le havre,tipico_de,moneyline,draw,6.00,0.3300,0.1558,111.83,0.9800,980.00
marseille_le havre_20251018,soccer_france_ligue_one,2025-10-18 15:05,marseille,le havre,tipico_de,moneyline,draw,6.00,0.3300,0.1558,111.83,0.9800,980.00
bayern munich_borussia dortmund_20251018,soccer_germany_bundesliga,2025-10-18 12:30,bayern munich,borussia dortmund,unibet_nl,moneyline,draw,6.00,0.3300,0.1610,104.99,0.9800,980.00
bayern munich_borussia dortmund_20251018,soccer_germany_bundesliga,2025-10-18 12:30,bayern munich,borussia dortmund,unibet_nl,moneyline,draw,6.00,0.3300,0.1610,104.99,0.9800,980.00
eintracht frankfurt_bayern munich_20251004,soccer_germany_bundesliga,2025-10-04 12:30,eintracht frankfurt,bayern munich,suprabets,moneyline,draw,6.00,0.3300,0.1644,100.72,0.9800,980.00
eintracht frankfurt_bayern munich_20251004,soccer_germany_bundesliga,2025-10-04 12:30,eintracht frankfurt,bayern munich,suprabets,moneyline,draw,6.00,0.3300,0.1644,100.72,0.9800,980.00
eintracht frankfurt_liverpool_20251022,soccer_uefa_champs_league,2025-10-22 15:00,eintracht frankfurt,liverpool,suprabets,match_winner,home,5.20,0.3800,0.1889,101.13,0.9759,1161.76
bayern munich_club brugge_20251022,soccer_uefa_champs_league,2025-10-22 15:00,bayern munich,club brugge,unibet_nl,match_winner,draw,7.00,0.2804,0.1385,102.48,0.9625,802.07
strasbourg_angers_20251005,soccer_france_ligue_one,2025-10-05 11:15,strasbourg,angers,matchbook,moneyline,away,5.70,0.3400,0.1737,95.74,0.9380,997.87
strasbourg_angers_20251005,soccer_france_ligue_one,2025-10-05 11:15,strasbourg,angers,matchbook,moneyline,away,5.70,0.3400,0.1737,95.74,0.9380,997.87
villarreal_man_20251021,soccer_uefa_champs_league,2025-10-21 15:00,villarreal,man,unibet_se,match_winner,home,5.00,0.3843,0.1941,98.03,0.9217,1152.07
torino_napoli_20251018,soccer_italy_serie_a,2025-10-18 12:00,torino,napoli,tipico_de,moneyline,home,5.80,0.3300,0.1627,102.88,0.9140,952.08
torino_napoli_20251018,soccer_italy_serie_a,2025-10-18 12:00,torino,napoli,tipico_de,moneyline,home,5.80,0.3300,0.1627,102.88,0.9140,952.08
strasbourg_angers_20251005,soccer_france_ligue_one,2025-10-05 11:15,strasbourg,angers,matchbook,match_winner,away,5.70,0.3353,0.1737,93.04,0.9113,969.46
athletic bilbao_qarabağ fk_20251022,soccer_uefa_champs_league,2025-10-22 12:45,athletic bilbao,qarabağ fk,onexbet,moneyline,draw,5.77,0.3300,0.1707,93.35,0.9041,947.69
athletic bilbao_qarabağ fk_20251022,soccer_uefa_champs_league,2025-10-22 12:45,athletic bilbao,qarabağ fk,onexbet,moneyline,draw,5.77,0.3300,0.1707,93.35,0.9041,947.69
bayer leverkusen_paris saint germain_20251021,soccer_uefa_champs_league,2025-10-21 15:00,bayer leverkusen,paris saint germain,suprabets,match_winner,home,4.90,0.3843,0.2002,92.01,0.8832,1132.34
paris saint germain_strasbourg_20251017,soccer_france_ligue_one,2025-10-17 14:45,paris saint germain,strasbourg,tipico_de,match_winner,draw,6.70,0.2804,0.1389,101.77,0.8784,770.50
lille_paris saint germain_20251005,soccer_france_ligue_one,2025-10-05 14:45,lille,paris saint germain,betfair_ex_eu,match_winner,home,4.80,0.3843,0.2061,86.48,0.8448,1111.57
celta vigo_atlético madrid_20251005,soccer_spain_la_liga,2025-10-05 15:00,celta vigo,atlético madrid,betfair_ex_eu,match_winner,home,4.80,0.3843,0.2074,85.35,0.8448,1111.57
toulouse_metz_20251019,soccer_france_ligue_one,2025-10-19 11:15,toulouse,metz,onexbet,moneyline,away,5.40,0.3400,0.1823,86.46,0.8360,950.00
toulouse_metz_20251019,soccer_france_ligue_one,2025-10-19 11:15,toulouse,metz,onexbet,moneyline,away,5.40,0.3400,0.1823,86.46,0.8360,950.00
union saintgilloise_inter milan_20251021,soccer_uefa_champs_league,2025-10-21 15:00,union saintgilloise,inter milan,coolbet,match_winner,home,4.75,0.3843,0.2040,88.39,0.8256,1100.77
toulouse_metz_20251019,soccer_france_ligue_one,2025-10-19 11:15,toulouse,metz,onexbet,match_winner,away,5.40,0.3353,0.1823,83.89,0.8107,921.25
bayer leverkusen_union berlin_20251004,soccer_germany_bundesliga,2025-10-04 09:30,bayer leverkusen,union berlin,smarkets,moneyline,away,5.30,0.3400,0.1868,82.02,0.8020,932.56
bayer leverkusen_union berlin_20251004,soccer_germany_bundesliga,2025-10-04 09:30,bayer leverkusen,union berlin,smarkets,moneyline,away,5.30,0.3400,0.1868,82.02,0.8020,932.56
galatasaray_bodøglimt_20251022,soccer_uefa_champs_league,2025-10-22 12:45,galatasaray,bodøglimt,onexbet,moneyline,away,5.25,0.3400,0.1878,81.07,0.7850,923.53
galatasaray_bodøglimt_20251022,soccer_uefa_champs_league,2025-10-22 12:45,galatasaray,bodøglimt,onexbet,moneyline,away,5.25,0.3400,0.1878,81.07,0.7850,923.53
fulham_arsenal_20251018,soccer_epl,2025-10-18 12:30,fulham,arsenal,fanduel,moneyline,home,5.40,0.3300,0.1778,85.55,0.7820,888.64
fulham_arsenal_20251018,soccer_epl,2025-10-18 12:30,fulham,arsenal,fanduel,moneyline,home,5.40,0.3300,0.1778,85.55,0.7820,888.64
real madrid_villarreal_20251004,soccer_spain_la_liga,2025-10-04 15:00,real madrid,villarreal,unibet_se,moneyline,draw,5.40,0.3300,0.1788,84.59,0.7820,888.64
real madrid_villarreal_20251004,soccer_spain_la_liga,2025-10-04 15:00,real madrid,villarreal,unibet_se,moneyline,draw,5.40,0.3300,0.1788,84.59,0.7820,888.64
sevilla_barcelona_20251005,soccer_spain_la_liga,2025-10-05 10:15,sevilla,barcelona,smarkets,moneyline,home,5.40,0.3300,0.1825,80.81,0.7820,888.64
sevilla_barcelona_20251005,soccer_spain_la_liga,2025-10-05 10:15,sevilla,barcelona,smarkets,moneyline,home,5.40,0.3300,0.1825,80.81,0.7820,888.64
vfb stuttgart_1 heidenheim_20251005,soccer_germany_bundesliga,2025-10-05 09:30,vfb stuttgart,1 heidenheim,suprabets,moneyline,draw,5.40,0.3300,0.1828,80.51,0.7820,888.64
vfb stuttgart_1 heidenheim_20251005,soccer_germany_bundesliga,2025-10-05 09:30,vfb stuttgart,1 heidenheim,suprabets,moneyline,draw,5.40,0.3300,0.1828,80.51,0.7820,888.64
bayer leverkusen_union berlin_20251004,soccer_germany_bundesliga,2025-10-04 09:30,bayer leverkusen,union berlin,smarkets,match_winner,away,5.30,0.3353,0.1868,79.51,0.7772,903.68
lazio_torino_20251004,soccer_italy_serie_a,2025-10-04 09:00,lazio,torino,smarkets,moneyline,away,5.20,0.3400,0.1901,78.86,0.7680,914.29
lazio_torino_20251004,soccer_italy_serie_a,2025-10-04 09:00,lazio,torino,smarkets,moneyline,away,5.20,0.3400,0.1901,78.86,0.7680,914.29
galatasaray_bodøglimt_20251022,soccer_uefa_champs_league,2025-10-22 12:45,galatasaray,bodøglimt,onexbet,match_winner,away,5.25,0.3353,0.1878,78.58,0.7604,894.59
rb leipzig_hamburger sv_20251018,soccer_germany_bundesliga,2025-10-18 09:30,rb leipzig,hamburger sv,tipico_de,moneyline,draw,5.30,0.3300,0.1790,84.38,0.7490,870.93
rb leipzig_hamburger sv_20251018,soccer_germany_bundesliga,2025-10-18 09:30,rb leipzig,hamburger sv,tipico_de,moneyline,draw,5.30,0.3300,0.1790,84.38,0.7490,870.93
lazio_torino_20251004,soccer_italy_serie_a,2025-10-04 09:00,lazio,torino,smarkets,match_winner,away,5.20,0.3353,0.1901,76.39,0.7436,885.28
chelsea_ajax_20251022,soccer_uefa_champs_league,2025-10-22 15:00,chelsea,ajax,suprabets,match_winner,draw,6.60,0.2600,0.1484,75.28,0.7163,639.58
atalanta bc_slavia praha_20251022,soccer_uefa_champs_league,2025-10-22 15:00,atalanta bc,slavia praha,suprabets,moneyline,draw,5.20,0.3300,0.1875,76.00,0.7160,852.38
atalanta bc_slavia praha_20251022,soccer_uefa_champs_league,2025-10-22 15:00,atalanta bc,slavia praha,suprabets,moneyline,draw,5.20,0.3300,0.1875,76.00,0.7160,852.38
eintracht frankfurt_liverpool_20251022,soccer_uefa_champs_league,2025-10-22 15:00,eintracht frankfurt,liverpool,suprabets,moneyline,home,5.20,0.3300,0.1889,74.68,0.7160,852.38
eintracht frankfurt_liverpool_20251022,soccer_uefa_champs_league,2025-10-22 15:00,eintracht frankfurt,liverpool,suprabets,moneyline,home,5.20,0.3300,0.1889,74.68,0.7160,852.38
brentford_man_20251005,soccer_epl,2025-10-05 11:30,brentford,man,betfair_ex_eu,moneyline,home,5.20,0.3300,0.1907,73.06,0.7160,852.38
brentford_man_20251005,soccer_epl,2025-10-05 11:30,brentford,man,betfair_ex_eu,moneyline,home,5.20,0.3300,0.1907,73.06,0.7160,852.38
newcastle_benfica_20251021,soccer_uefa_champs_league,2025-10-21 15:00,newcastle,benfica,coolbet,moneyline,away,5.00,0.3400,0.1939,75.34,0.7000,875.00
newcastle_benfica_20251021,soccer_uefa_champs_league,2025-10-21 15:00,newcastle,benfica,coolbet,moneyline,away,5.00,0.3400,0.1939,75.34,0.7000,875.00
rennes_auxerre_20251019,soccer_france_ligue_one,2025-10-19 11:15,rennes,auxerre,onexbet,moneyline,away,5.00,0.3400,0.1973,72.31,0.7000,875.00
rennes_auxerre_20251019,soccer_france_ligue_one,2025-10-19 11:15,rennes,auxerre,onexbet,moneyline,away,5.00,0.3400,0.1973,72.31,0.7000,875.00
sevilla_barcelona_20251005,soccer_spain_la_liga,2025-10-05 10:15,sevilla,barcelona,unibet_se,moneyline,draw,5.10,0.3300,0.1898,73.88,0.6830,832.93
sevilla_barcelona_20251005,soccer_spain_la_liga,2025-10-05 10:15,sevilla,barcelona,unibet_se,moneyline,draw,5.10,0.3300,0.1898,73.88,0.6830,832.93
marseille_le havre_20251018,soccer_france_ligue_one,2025-10-18 15:05,marseille,le havre,tipico_de,match_winner,draw,6.00,0.2804,0.1558,79.97,0.6821,682.12
bayern munich_borussia dortmund_20251018,soccer_germany_bundesliga,2025-10-18 12:30,bayern munich,borussia dortmund,unibet_nl,match_winner,draw,6.00,0.2804,0.1610,74.15,0.6821,682.12
eintracht frankfurt_bayern munich_20251004,soccer_germany_bundesliga,2025-10-04 12:30,eintracht frankfurt,bayern munich,suprabets,match_winner,draw,6.00,0.2804,0.1644,70.53,0.6821,682.12
newcastle_benfica_20251021,soccer_uefa_champs_league,2025-10-21 15:00,newcastle,benfica,coolbet,match_winner,away,5.00,0.3353,0.1939,72.92,0.6766,845.71
rennes_auxerre_20251019,soccer_france_ligue_one,2025-10-19 11:15,rennes,auxerre,onexbet,match_winner,away,5.00,0.3353,0.1973,69.93,0.6766,845.71
man_everton_20251018,soccer_epl,2025-10-18 10:00,man,everton,tipico_de,moneyline,draw,5.00,0.3300,0.1884,75.12,0.6500,812.50
man_everton_20251018,soccer_epl,2025-10-18 10:00,man,everton,tipico_de,moneyline,draw,5.00,0.3300,0.1884,75.12,0.6500,812.50
villarreal_man_20251021,soccer_uefa_champs_league,2025-10-21 15:00,villarreal,man,unibet_se,moneyline,home,5.00,0.3300,0.1941,70.04,0.6500,812.50
villarreal_man_20251021,soccer_uefa_champs_league,2025-10-21 15:00,villarreal,man,unibet_se,moneyline,home,5.00,0.3300,0.1941,70.04,0.6500,812.50
liverpool_man_20251019,soccer_epl,2025-10-19 11:30,liverpool,man,onexbet,moneyline,draw,4.96,0.3300,0.1984,66.34,0.6368,804.04
liverpool_man_20251019,soccer_epl,2025-10-19 11:30,liverpool,man,onexbet,moneyline,draw,4.96,0.3300,0.1984,66.34,0.6368,804.04
athletic bilbao_qarabağ fk_20251022,soccer_uefa_champs_league,2025-10-22 12:45,athletic bilbao,qarabağ fk,onexbet,match_winner,draw,5.77,0.2804,0.1707,64.26,0.6176,647.42
borussia dortmund_rb leipzig_20251004,soccer_germany_bundesliga,2025-10-04 09:30,borussia dortmund,rb leipzig,unibet_nl,moneyline,draw,4.90,0.3300,0.1983,66.42,0.6170,791.03
borussia dortmund_rb leipzig_20251004,soccer_germany_bundesliga,2025-10-04 09:30,borussia dortmund,rb leipzig,unibet_nl,moneyline,draw,4.90,0.3300,0.1983,66.42,0.6170,791.03
bayer leverkusen_paris saint germain_20251021,soccer_uefa_champs_league,2025-10-21 15:00,bayer leverkusen,paris saint germain,suprabets,moneyline,home,4.90,0.3300,0.2002,64.87,0.6170,791.03
bayer leverkusen_paris saint germain_20251021,soccer_uefa_champs_league,2025-10-21 15:00,bayer leverkusen,paris saint germain,suprabets,moneyline,home,4.90,0.3300,0.2002,64.87,0.6170,791.03
atlético madrid_ca osasuna_20251018,soccer_spain_la_liga,2025-10-18 15:00,atlético madrid,ca osasuna,tipico_de,moneyline,draw,4.80,0.3300,0.1959,68.42,0.5840,768.42
atlético madrid_ca osasuna_20251018,soccer_spain_la_liga,2025-10-18 15:00,atlético madrid,ca osasuna,tipico_de,moneyline,draw,4.80,0.3300,0.1959,68.42,0.5840,768.42
real madrid_juventus_20251022,soccer_uefa_champs_league,2025-10-22 15:00,real madrid,juventus,suprabets,moneyline,draw,4.80,0.3300,0.2036,62.08,0.5840,768.42
real madrid_juventus_20251022,soccer_uefa_champs_league,2025-10-22 15:00,real madrid,juventus,suprabets,moneyline,draw,4.80,0.3300,0.2036,62.08,0.5840,768.42
eintracht frankfurt_liverpool_20251022,soccer_uefa_champs_league,2025-10-22 15:00,eintracht frankfurt,liverpool,suprabets,moneyline,draw,4.80,0.3300,0.2047,61.24,0.5840,768.42
eintracht frankfurt_liverpool_20251022,soccer_uefa_champs_league,2025-10-22 15:00,eintracht frankfurt,liverpool,suprabets,moneyline,draw,4.80,0.3300,0.2047,61.24,0.5840,768.42
metz_marseille_20251004,soccer_france_ligue_one,2025-10-04 11:00,metz,marseille,suprabets,moneyline,draw,4.80,0.3300,0.2056,60.53,0.5840,768.42
metz_marseille_20251004,soccer_france_ligue_one,2025-10-04 11:00,metz,marseille,suprabets,moneyline,draw,4.80,0.3300,0.2056,60.53,0.5840,768.42
lille_paris saint germain_20251005,soccer_france_ligue_one,2025-10-05 14:45,lille,paris saint germain,betfair_ex_eu,moneyline,home,4.80,0.3300,0.2061,60.11,0.5840,768.42
lille_paris saint germain_20251005,soccer_france_ligue_one,2025-10-05 14:45,lille,paris saint germain,betfair_ex_eu,moneyline,home,4.80,0.3300,0.2061,60.11,0.5840,768.42
celta vigo_atlético madrid_20251005,soccer_spain_la_liga,2025-10-05 15:00,celta vigo,atlético madrid,betfair_ex_eu,moneyline,home,4.80,0.3300,0.2074,59.15,0.5840,768.42
celta vigo_atlético madrid_20251005,soccer_spain_la_liga,2025-10-05 15:00,celta vigo,atlético madrid,betfair_ex_eu,moneyline,home,4.80,0.3300,0.2074,59.15,0.5840,768.42
union saintgilloise_inter milan_20251021,soccer_uefa_champs_league,2025-10-21 15:00,union saintgilloise,inter milan,coolbet,moneyline,home,4.75,0.3300,0.2040,61.76,0.5675,756.67
union saintgilloise_inter milan_20251021,soccer_uefa_champs_league,2025-10-21 15:00,union saintgilloise,inter milan,coolbet,moneyline,home,4.75,0.3300,0.2040,61.76,0.5675,756.67
villarreal_real betis_20251018,soccer_spain_la_liga,2025-10-18 12:30,villarreal,real betis,unibet_nl,moneyline,away,4.60,0.3400,0.2102,61.73,0.5640,783.33
villarreal_real betis_20251018,soccer_spain_la_liga,2025-10-18 12:30,villarreal,real betis,unibet_nl,moneyline,away,4.60,0.3400,0.2102,61.73,0.5640,783.33
borussia dortmund_rb leipzig_20251004,soccer_germany_bundesliga,2025-10-04 09:30,borussia dortmund,rb leipzig,matchbook,moneyline,away,4.60,0.3400,0.2173,56.47,0.5640,783.33
borussia dortmund_rb leipzig_20251004,soccer_germany_bundesliga,2025-10-04 09:30,borussia dortmund,rb leipzig,matchbook,moneyline,away,4.60,0.3400,0.2173,56.47,0.5640,783.33
angers_as monaco_20251018,soccer_france_ligue_one,2025-10-18 13:00,angers,as monaco,unibet_nl,moneyline,draw,4.70,0.3300,0.2054,60.63,0.5510,744.59
angers_as monaco_20251018,soccer_france_ligue_one,2025-10-18 13:00,angers,as monaco,unibet_nl,moneyline,draw,4.70,0.3300,0.2054,60.63,0.5510,744.59
brentford_man_20251005,soccer_epl,2025-10-05 11:30,brentford,man,unibet_nl,moneyline,draw,4.70,0.3300,0.2089,57.98,0.5510,744.59
brentford_man_20251005,soccer_epl,2025-10-05 11:30,brentford,man,unibet_nl,moneyline,draw,4.70,0.3300,0.2089,57.98,0.5510,744.59
villarreal_real betis_20251018,soccer_spain_la_liga,2025-10-18 12:30,villarreal,real betis,unibet_nl,match_winner,away,4.60,0.3353,0.2102,59.51,0.5424,753.40
borussia dortmund_rb leipzig_20251004,soccer_germany_bundesliga,2025-10-04 09:30,borussia dortmund,rb leipzig,matchbook,match_winner,away,4.60,0.3353,0.2173,54.31,0.5424,753.40
sevilla_mallorca_20251018,soccer_spain_la_liga,2025-10-18 08:00,sevilla,mallorca,unibet_se,moneyline,away,4.50,0.3400,0.2151,58.04,0.5300,757.14
sevilla_mallorca_20251018,soccer_spain_la_liga,2025-10-18 08:00,sevilla,mallorca,unibet_se,moneyline,away,4.50,0.3400,0.2151,58.04,0.5300,757.14
getafe_real madrid_20251019,soccer_spain_la_liga,2025-10-19 15:00,getafe,real madrid,pinnacle,moneyline,draw,4.61,0.3300,0.2049,61.07,0.5213,722.02
getafe_real madrid_20251019,soccer_spain_la_liga,2025-10-19 15:00,getafe,real madrid,pinnacle,moneyline,draw,4.61,0.3300,0.2049,61.07,0.5213,722.02
galatasaray_bodøglimt_20251022,soccer_uefa_champs_league,2025-10-22 12:45,galatasaray,bodøglimt,unibet_nl,moneyline,draw,4.60,0.3300,0.2114,56.07,0.5180,719.44
galatasaray_bodøglimt_20251022,soccer_uefa_champs_league,2025-10-22 12:45,galatasaray,bodøglimt,unibet_nl,moneyline,draw,4.60,0.3300,0.2114,56.07,0.5180,719.44
newcastle_nottingham forest_20251005,soccer_epl,2025-10-05 09:00,newcastle,nottingham forest,betfair_ex_eu,moneyline,draw,4.60,0.3300,0.2149,53.56,0.5180,719.44
newcastle_nottingham forest_20251005,soccer_epl,2025-10-05 09:00,newcastle,nottingham forest,betfair_ex_eu,moneyline,draw,4.60,0.3300,0.2149,53.56,0.5180,719.44
man_sunderland_20251004,soccer_epl,2025-10-04 10:00,man,sunderland,betfair_ex_eu,moneyline,draw,4.60,0.3300,0.2157,53.01,0.5180,719.44
man_sunderland_20251004,soccer_epl,2025-10-04 10:00,man,sunderland,betfair_ex_eu,moneyline,draw,4.60,0.3300,0.2157,53.01,0.5180,719.44
real madrid_villarreal_20251004,soccer_spain_la_liga,2025-10-04 15:00,real madrid,villarreal,unibet_se,match_winner,draw,5.40,0.2804,0.1788,56.82,0.5139,583.99
vfb stuttgart_1 heidenheim_20251005,soccer_germany_bundesliga,2025-10-05 09:30,vfb stuttgart,1 heidenheim,suprabets,match_winner,draw,5.40,0.2804,0.1828,53.36,0.5139,583.99
sevilla_mallorca_20251018,soccer_spain_la_liga,2025-10-18 08:00,sevilla,mallorca,unibet_se,match_winner,away,4.50,0.3353,0.2151,55.86,0.5089,727.02
parma_lecce_20251004,soccer_italy_serie_a,2025-10-04 09:00,parma,lecce,betfair_ex_eu,moneyline,away,4.40,0.3400,0.2247,51.33,0.4960,729.41
parma_lecce_20251004,soccer_italy_serie_a,2025-10-04 09:00,parma,lecce,betfair_ex_eu,moneyline,away,4.40,0.3400,0.2247,51.33,0.4960,729.41
rb leipzig_hamburger sv_20251018,soccer_germany_bundesliga,2025-10-18 09:30,rb leipzig,hamburger sv,tipico_de,match_winner,draw,5.30,0.2804,0.1790,56.64,0.4859,564.97
as monaco_nice_20251005,soccer_france_ligue_one,2025-10-05 11:15,as monaco,nice,lowvig,moneyline,away,4.35,0.3400,0.2222,52.99,0.4790,714.93
as monaco_nice_20251005,soccer_france_ligue_one,2025-10-05 11:15,as monaco,nice,lowvig,moneyline,away,4.35,0.3400,0.2222,52.99,0.4790,714.93
parma_lecce_20251004,soccer_italy_serie_a,2025-10-04 09:00,parma,lecce,betfair_ex_eu,match_winner,away,4.40,0.3353,0.2247,49.25,0.4754,699.09
brest_nantes_20251004,soccer_france_ligue_one,2025-10-04 13:00,brest,nantes,smarkets,moneyline,away,4.30,0.3400,0.2302,47.73,0.4620,700.00
brest_nantes_20251004,soccer_france_ligue_one,2025-10-04 13:00,brest,nantes,smarkets,moneyline,away,4.30,0.3400,0.2302,47.73,0.4620,700.00
lyon_toulouse_20251005,soccer_france_ligue_one,2025-10-05 09:00,lyon,toulouse,betfair_ex_eu,moneyline,away,4.30,0.3400,0.2312,47.07,0.4620,700.00
lyon_toulouse_20251005,soccer_france_ligue_one,2025-10-05 09:00,lyon,toulouse,betfair_ex_eu,moneyline,away,4.30,0.3400,0.2312,47.07,0.4620,700.00
nantes_lille_20251019,soccer_france_ligue_one,2025-10-19 14:45,nantes,lille,onexbet,match_winner,home,3.80,0.3843,0.2588,48.48,0.4605,822.25
wolverhampton wanderers_brighton and hove albion_20251005,soccer_epl,2025-10-05 09:00,wolverhampton wanderers,brighton and hove albion,betfair_ex_eu,match_winner,home,3.80,0.3843,0.2618,46.79,0.4605,822.25
as monaco_nice_20251005,soccer_france_ligue_one,2025-10-05 11:15,as monaco,nice,lowvig,match_winner,away,4.35,0.3353,0.2222,50.88,0.4586,684.50
